Episode	Step	Move	Reward	Explorer_TRPO_PolicyLoss	Explorer_TRPO_PolicyEntropy	Explorer_TRPO_KL	Explorer_TRPO_Beta	Explorer_TRPO_ValFuncLoss	Explorer_TRPO_ExplainedVarNew	Explorer_TRPO_ExplainedVarOld	
1	16.291666666666668	2.523940500228776	-0.5733626621072934		-0.038377028	2.7551808	0.012804581	1.5	0.001304385324275234	0.2283894797943491	-113.37992824672959
2	14.166666666666666	2.2502115352781336	-0.41937756187874514		-0.03556363	2.75659	0.012672864	2.25	0.0010461587610848969	-0.1783516689290663	-4.575081170840047
3	17.63888888888889	2.3005787923513275	-0.4985464266095707		-0.026190612	2.7599325	0.012230228	3.375	0.0021187702907490735	0.1818889602025845	-0.20335058788129867
4	18.59722222222222	2.06793202260746	-0.33553715963081043		-0.061649248	2.7550201	0.012245194	5.0625	0.0042384493584211504	0.3772898991058403	-0.0955351090636074
5	16.45138888888889	2.0506131013885627	-0.3510472800021719		-0.060107145	2.7483726	0.009579447	7.59375	0.0035754247609759487	0.415128529971057	0.1282402505282284
6	15.729166666666666	1.9611467153473154	-0.2566974839017706		-0.042333648	2.7476726	0.0031481965	7.59375	0.00433409911384325	0.3539366664925838	-0.007656689472315792
7	20.256944444444443	1.552035491926886	-0.005180066680531537		-0.046353772	2.7543664	0.0050266054	7.59375	0.00912762353383694	0.4869178955653075	0.14935659676040003
8	21.78472222222222	1.4784383003148323	-0.018554334100915504		-0.03984114	2.7617934	0.0037483664	7.59375	0.0051780876102365545	0.5576813942223652	0.3033671592838978
9	22.395833333333332	1.7700713592232236	-0.20182142416600155		-0.026965866	2.7599843	0.0023177497	7.59375	0.005019890582439432	0.5750442936226047	0.34805805177609006
10	22.23611111111111	1.2592028676400773	0.0714935730793094		-0.048588637	2.772266	0.0037357723	7.59375	0.004871852219121745	0.5653234833323553	0.13541601174766338
11	23.833333333333332	1.2099654060070901	0.10206324373307282		-0.045161862	2.77626	0.0036379865	7.59375	0.006549543132563939	0.6361330087462164	0.3580276912187361
12	22.729166666666668	1.6232518112041037	-0.04903173480326423		-0.037154205	2.7705288	0.0035039498	7.59375	0.008049124534598691	0.5670989984995658	0.2929718494558985
13	23.041666666666668	1.3700837139641318	0.05369393723692205		-0.039468557	2.7642415	0.0028757202	7.59375	0.00417688682904102	0.7400918349762858	0.47114888979643366
14	24.006944444444443	1.4079571196446499	0.027715545353881803		-0.03617549	2.7652893	0.002749516	7.59375	0.0045990871428608845	0.6073755094989157	0.2120984152787524
15	25.07638888888889	1.337428937715234	0.050410998023415234		-0.041453034	2.7603106	0.0038063077	7.59375	0.00335078338068138	0.7099851437623809	0.3123661034020919
16	28.53472222222222	1.0232769309566456	0.21609639505236672		-0.029149447	2.7481875	0.0025506339	7.59375	0.00428424046705658	0.6896607772966241	0.5275861315873434
17	30.01388888888889	0.9406870552986055	0.3084135969133476		-0.022034463	2.7445054	0.0016863433	7.59375	0.004009578456285206	0.7157113282816356	0.5452362358382443
18	23.145833333333332	0.9952176190895455	0.2091234922362873		-0.047850244	2.7353847	0.0037689288	7.59375	0.004679610142078692	0.6539006241020462	0.43883564792056096
19	26.73611111111111	1.1256442608399153	0.2493305418359751		-0.030728279	2.7288914	0.0030888994	7.59375	0.005020161006113253	0.7245305256758048	0.47798619183697966
20	27.743055555555557	1.0378643766981124	0.24688332553641334		-0.030272787	2.721492	0.002724404	7.59375	0.003941172079513313	0.8009420024353506	0.5120099676466927
21	29.29861111111111	1.4341568039925578	0.01733513988506019		-0.024638455	2.7170546	0.0020819423	7.59375	0.004665878490750322	0.7166806609578207	0.339782580810976
22	28.506944444444443	1.1168579167199304	0.14565202338334016		-0.032712758	2.7267733	0.0029209293	7.59375	0.0046871942130200135	0.6048628956958444	0.11378857399240316
23	27.22222222222222	1.1985524952938098	0.13538961828492152		-0.049872465	2.7331975	0.003800616	7.59375	0.0037584113347562784	0.7857087693888738	0.46731647819758293
24	28.65277777777778	0.9948486494175337	0.26194467149003425		-0.03968879	2.7329547	0.0032099236	7.59375	0.004166649758455419	0.7147411967722408	0.38499686266856925
25	28.166666666666668	0.9134546612579096	0.2858963533888652		-0.037977584	2.7354884	0.004169408	7.59375	0.004470668848119772	0.7366127882802204	0.40147437618038206
26	27.63888888888889	1.120048774955463	0.20344764643753482		-0.03765135	2.7502563	0.0028260916	7.59375	0.004929545786707267	0.7133100056251382	0.442567415515815
27	27.354166666666668	0.9706410310574989	0.24525917614175008		-0.024874259	2.7364547	0.0021040887	7.59375	0.0035137132457088707	0.726624253014349	0.42822690737199054
28	29.604166666666668	0.9956714054923865	0.2748679166297501		-0.02840422	2.7274148	0.0021553724	7.59375	0.003315602089855469	0.7499758699902395	0.5225968755039719
29	27.48611111111111	0.8361091975078472	0.38828948133011204		-0.053415924	2.7266986	0.0046841726	7.59375	0.0025463608585245944	0.8101528886814977	0.5521460225799288
30	29.20138888888889	1.1740296018484706	0.17325186878994675		-0.021460742	2.7251298	0.0021341206	7.59375	0.005029646525322106	0.7321061668711766	0.5574198333949223
31	27.73611111111111	0.8587832372131526	0.3396453127465172		-0.031962775	2.7232616	0.0021722035	7.59375	0.0026197439766005096	0.8329004969895957	0.6055534192410305
32	29.666666666666668	0.9162141946559227	0.30264688248108873		-0.030600607	2.7255688	0.0020524843	7.59375	0.003352494707287126	0.7747875762902837	0.5271003469002146
33	25.819444444444443	0.8181836581076387	0.3161410755879863		-0.035407424	2.7103827	0.0029318503	7.59375	0.0024416778722421355	0.8008687003695226	0.5927513673922608
34	32.84722222222222	0.8060429488217801	0.34381386928064117		-0.02360136	2.7040744	0.0017638797	7.59375	0.0027523680220783763	0.8246353565310945	0.6417408974518293
35	37.083333333333336	1.0611829274532427	0.22027849938006988		-0.016299278	2.7043173	0.0010554976	5.0625	0.0057676817508290215	0.7277099435203368	0.503060328988366
36	31.006944444444443	0.9143953364877263	0.28670683982498185		-0.104438476	2.708722	0.009459116	7.59375	0.00273797292039865	0.7839772731158201	0.596446281614241
37	33.076388888888886	0.942367537125462	0.30378674014643137		-0.027467763	2.7041595	0.002527824	7.59375	0.0024267294749933644	0.8480488366385728	0.7009027843749058
38	33.5625	0.9719217632881497	0.2966835375658593		-0.017880738	2.7013083	0.001338876	5.0625	0.005132806042037909	0.7442866834918145	0.5409202436199516
39	32.916666666666664	0.9534251294990064	0.2790470787625706		-0.02805625	2.695196	0.0032449788	5.0625	0.0048072009935206115	0.7702783050198265	0.6364151254033306
40	33.208333333333336	0.8978848622850957	0.3118385927126799		-0.036987334	2.6908486	0.0036779006	5.0625	0.0038433895729661793	0.7967800217590403	0.6380544126595324
41	36.90277777777778	0.9553883646988363	0.29888877712486783		-0.023677431	2.6884809	0.002484479	5.0625	0.004368765345164095	0.7880165536214443	0.6651454395385075
42	32.861111111111114	0.9476005654633178	0.285885656853891		-0.030163093	2.6829472	0.0033476674	5.0625	0.0035470883112449767	0.7995954883394463	0.621955630209455
43	32.4375	0.8660947107527169	0.3350829308607431		-0.016895154	2.6808577	0.0020198168	5.0625	0.003457336391083795	0.7533014142660361	0.6467883935975653
44	35.75	0.9263704621006588	0.32756757001831815		-0.038095735	2.667698	0.003385631	5.0625	0.0035390206593918713	0.8230422910014766	0.6729415977200405
45	34.673611111111114	0.8430509859442288	0.31081605921287997		-0.025806405	2.670026	0.0029805985	5.0625	0.0035854904614391054	0.8089559884822992	0.6328878685050635
46	37.388888888888886	0.8267245408034626	0.3751774029992354		-0.028195072	2.6702518	0.003063615	5.0625	0.003838073517403273	0.841027216017674	0.7437241444286917
47	36.3125	0.8573132082988458	0.3595154479630754		-0.026632097	2.6679935	0.0028242967	5.0625	0.003797106174036637	0.8024329003223136	0.6400375618680103
48	32.625	0.8021642015015178	0.3897116405097998		-0.028649677	2.6624987	0.0024975582	5.0625	0.0020396433543038565	0.8882029467920826	0.745448289729236
49	37.291666666666664	0.8955940510264109	0.30629668210141586		-0.024641346	2.6569562	0.0024022274	5.0625	0.0032425568616657715	0.8186141842671261	0.6376252946068508
50	32.88194444444444	0.8395748260217282	0.40331636622599437		-0.09196605	2.6640205	0.010176667	7.59375	0.0021258839728219695	0.873223329249054	0.7145973146130657
51	41.5625	0.9532848726518824	0.2624273858414995		-0.011329434	2.6666384	0.0010862371	5.0625	0.0038828226162274716	0.7977357640079423	0.6267398616555055
52	38.25	0.9866761593999056	0.3190489966879695		-0.017184444	2.6607683	0.0023332417	5.0625	0.003903598754871905	0.8004322525819182	0.6979585621575084
53	33.86805555555556	0.8344355669335128	0.357128076348647		-0.27235556	2.663403	0.015112759	7.59375	0.001673892737918848	0.9030077819427027	0.830396190078784
54	36.4375	0.9547636328876722	0.3079241616734235		-0.025381392	2.6673734	0.00394798	7.59375	0.002715026163338098	0.8781420758811276	0.6631799715321183
55	36.25	0.9889802616797598	0.3123995202771776		-0.023457635	2.6677208	0.0015174479	7.59375	0.0028942639507809967	0.8561616081224428	0.7226281677673284
56	39.36805555555556	0.7963415804678429	0.37492988081795353		-0.017674001	2.6616588	0.0013298304	5.0625	0.0019148498955699517	0.9076467458294446	0.8037806310275486
57	43.236111111111114	0.8008159026401702	0.35659985840853503		-0.02714014	2.6580896	0.0029264365	5.0625	0.002805434815823176	0.8735610386646255	0.7584246819249123
58	36.5625	0.776564642876435	0.36934327355255614		-0.02609542	2.6569886	0.0028809998	5.0625	0.0018249857062689015	0.9070712853891333	0.8344310703200684
59	43.19444444444444	0.8533182597735034	0.3502080372325824		-0.014094943	2.646601	0.0010614003	3.375	0.0022936009052416588	0.8901387717205965	0.7960232182759159
60	42.541666666666664	0.8259645375443324	0.34437019463980095		-0.032541595	2.6509967	0.0040983916	3.375	0.003072352859473875	0.859081919956353	0.7391185258279018
61	41.13194444444444	0.9599341204619294	0.3038678585217941		-0.02049663	2.651061	0.0027648853	3.375	0.004123062892197552	0.8044113091228168	0.6577362723122102
62	40.041666666666664	0.8974845263507198	0.33851697094468153		-0.022360718	2.6468637	0.0029734643	3.375	0.004981010403871242	0.8155396858227051	0.6200048257082108
63	45.520833333333336	0.8516751702429874	0.33990454869613174		-0.030895319	2.647573	0.0043721013	3.375	0.0037511340174283887	0.8580632994444968	0.7227511429079834
64	36.166666666666664	0.8126279516319467	0.35876108852225436		-0.03731552	2.6548119	0.0071588806	5.0625	0.002765897413745598	0.8458382859414174	0.6122022975854575
65	44.8125	0.8348550709931336	0.340998236796591		-0.017093398	2.6587205	0.0021664554	5.0625	0.00411623699593948	0.8390471540000586	0.7437379926074448
66	42.09722222222222	0.9575874392734257	0.30461333296664717		-0.012876198	2.6603832	0.0013735074	3.375	0.0040929582051054845	0.8306238387278765	0.7454385151002774
67	46.02777777777778	0.9257195063046364	0.27702589423186663		-0.026203401	2.6552782	0.0028636777	3.375	0.005634932271470068	0.7989152508097168	0.6585539732455971
68	40.048611111111114	0.8454860034338229	0.38388125655362565		-0.020511027	2.6432595	0.003163662	3.375	0.0021162794320676273	0.9053035765898908	0.8151268793856673
69	39.791666666666664	0.7788310792621533	0.3974702180241229		-0.02816185	2.6431262	0.0046897964	3.375	0.0024741879190114347	0.8888552055482993	0.7275548104149081
70	40.06944444444444	0.9464010941220921	0.36615144266671085		-0.021516938	2.6431103	0.0038010206	3.375	0.0032673656014213922	0.8828082095491561	0.7732999843116642
71	44.361111111111114	0.8724276568244862	0.3729717640433019		-0.017445087	2.643723	0.0027564277	3.375	0.0033194146928816194	0.8829221514607123	0.7821266795329254
72	51.75694444444444	0.9449255391261797	0.2549765304884435		-0.01905066	2.6426487	0.0029332791	3.375	0.0051662347487346025	0.7834034082985903	0.5817797803196549
73	47.451388888888886	0.9068607946356531	0.3471812965169576		-0.013333036	2.6429677	0.00184958	3.375	0.005263471836013421	0.832014750071917	0.774025815574246
74	47.333333333333336	0.887841539836963	0.3390338734788459		-0.018055227	2.6411397	0.002761443	3.375	0.004088756306421735	0.8346729190953727	0.7249565077637914
75	48.90277777777778	0.9969107345882866	0.2781121976936871		-0.016076682	2.6386228	0.0030038683	3.375	0.005760330317264341	0.8222912476453142	0.6604560289002162
76	52.50694444444444	0.881741401023467	0.32926564007308984		-0.0145291425	2.6326635	0.002450682	3.375	0.0070874673706964415	0.7655710108285928	0.694666310140089
77	51.55555555555556	0.8811600335882273	0.333247851264936		-0.014064472	2.6345177	0.001916616	3.375	0.005186291967331414	0.8279395194416145	0.7194074467326607
